title,price,discount_price,discount,resolution,screen_width,os,cpu,cpu_proc_speed,gpu,ram,storage,front_camera,rear_camera,battery,size,weight,brand,link
Samsung Galaxy Tab S9 Plus Wifi 12GB 512GB,27990000.0,24890000.0,11%,1752 x 2800 pixel,12.4 inches,Android 13,Snapdragon 8 Gen 2 for Galaxy,"1 nhân 3.36 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz",Adreno 740,12 GB,512 GB,12 MP UW,13 MP + 8 MP UW,10.090 mAh,285.4 x 185.4 x 5.7 mm,581 g,,https://cellphones.com.vn/samsung-galaxy-tab-s9-plus-wifi-512gb.html
Xiaomi Pad 5 (6GB/256GB),10490000.0,8490000.0,19%,2560 x 1600 pixels (2K),11 inches,"Android 11, MIUI 12.5",Qualcomm Snapdragon 860 (7 nm),Octa-core (1x2.96 GHz Kryo 485 Gold & 3x2.42 GHz Kryo 485 Gold & 4x1.78 GHz Kryo 485 Silver),Adreno 640,6 GB,256 GB,"8 MP, f/2.0","13 MP, f/2.0",Li-Po 8720 mAh,,,,https://cellphones.com.vn/xiaomi-mi-pad-5-256gb.html
iPad Pro 11 inch 2022 M2 Wifi + 5G 256GB I Chính hãng Apple Việt Nam,30990000.0,27490000.0,11%,1668 x 2388 pixel,11 inches,iPadOS 16,Apple M2,,10-core GPU,8 GB,256 GB,"Camera góc siêu rộng 12MP, 122°, ƒ/2.4","Camera góc rộng: 2MP, ƒ/1.8
Camera góc siêu rộng: 10MP, ƒ/2.4, 125°",28.65 Wh (~ 7538 mAh),247.6 x 178.5 x 5.9 mm,466g,,https://cellphones.com.vn/ipad-pro-2022-11-inch-m2-5g-256gb.html
Samsung Galaxy Tab S8 Ultra 5G,30990000.0,27990000.0,10%,,14.6 inches,"Android 12, One UI 4.1",Qualcomm Snapdragon 8 Gen 1 (4 nm),Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,8 GB,128 GB,"12 MP, f/2.2 (góc rộng)
12MP (góc siêu rộng)","13 MP, f/2.0 góc rộng
6 MP, f/2.2 góc siêu rộng",Li-Po 11200 mAh,326.4 x 208.6 x 5.5 mm,726 g,,https://cellphones.com.vn/samsung-galaxy-tab-s8-ultra.html
Máy đọc sách Kindle 2022 11th Generation 16GB,3490000.0,3190000.0,9%,,6.0 inches,,,,,,16 GB,,,,6.2” x 4.3” x 0.32” (157.8 x 108.6 x 8.0 mm).,158 g,,https://cellphones.com.vn/may-doc-sach-kindle-2022-11th-generation-16gb.html
Máy tính bảng TCL Tab 10L WIFI 3GB 32GB,2490000.0,2490000.0,0%,800 x 1280 pixels,10.1 inches,Android 13,,4 x Cortex-A53 @1.8GHz MTK8766 Quad-Core,GE8300,3 GB,32 GB,2MP,2MP,6000mAh,241.2 x 156.6 x 7.99 mm,472g,,https://cellphones.com.vn/tcl-tab-10l-wifi.html
Samsung Galaxy Tab S9 Plus 5G 12GB 256GB,28990000.0,25890000.0,11%,1752 x 2800 pixel,12.9 inches,,Snapdragon 8 Gen 2 for Galaxy,"1 nhân 3.36 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz",Adreno 740,12 GB,256 GB,12 MP UW,13 MP + 8 MP UW,10.090 mAh,285.4 x 185.4 x 5.64 mm,586g,,https://cellphones.com.vn/samsung-galaxy-tab-s9-plus.html
iPad Pro 12.9 inch 2022 M2 Wifi 256GB I Chính hãng Apple Việt Nam,34990000.0,32490000.0,7%,2732 x 2048 pixels,12.9 inches,iPadOS 16,Apple M2 8 nhân,,10-core GPU,8 GB,256 GB,"12MP, 122°, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8
Camera góc siêu rộng: 10MP, ƒ/2.4, 125°",40.88 Wh (~ 10.835 mAh),280.6 x 214.9 x 6.4 mm,682,,https://cellphones.com.vn/ipad-pro-2022-12-9-inch-m2-256gb.html
Máy tính bảng Lenovo Tab M10 Gen 3 4GB 64GB ZAAF0009VN,6190000.0,4890000.0,21%,1920 x 1200 pixels (WUXGA),10.1 inches,Android 11,Unisoc T610,2x A75 @1.8GHz + 6x A55 @1.8GHz,Mali-G52 3EE,4 GB,64 GB,5 MP,8 MP,5000mAh,239.84 x 158.62 x 8.5 mm,460 g,,https://cellphones.com.vn/lenovo-tab-m10-gen-3-4gb-64gb.html
Samsung Galaxy Tab S9 Ultra 16GB 1TB,38990000.0,29290000.0,25%,,14.6 inches,,Snapdragon 8 Gen 2,,,16 GB,1 TB,"Camera góc rộng: 12 MP
Camera góc siêu rộng: 12 MP","Camera góc rộng: 13 MP
Camera góc siêu rộng: 8 MP",11200 mAh,,737 g,,https://cellphones.com.vn/samsung-galaxy-tab-s9-ultra-1tb.html
Máy tính bảng Lenovo Tab P11 Plus 4GB 64GB ZA9L0163VN,8190000.0,5490000.0,33%,1200 x 2000 pixels,11 inches,Android 11,MediaTek Helio G90T,2 nhân 2.05 GHz & 6 nhân 2 GHz,Mali G-76 MC4,4 GB,64 GB,8.0 MP,13.0 MP,7700 mAh (pin Li-Po),258.4 x 163 x 7.5 mm,490g,,https://cellphones.com.vn/lenovo-tab-p11-plus.html
Samsung Galaxy Tab S9 5G 12GB 256GB,24990000.0,21990000.0,12%,1600 x 2560 pixels,11 inches,Android 13,Snapdragon 8 Gen 2,"1 nhân 3.36 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz",Adreno 740,12 GB,256 GB,12 MP,13 MP,"8,400 mAh",254.3 x 165.8 x 5.9 mm,500g,,https://cellphones.com.vn/samsung-galaxy-tab-s9-12gb-256gb.html
Nokia T21 4GB 128GB,5990000.0,5750000.0,4%,1200 x 2000 pixels,10.36 inches,Android 12,Unisoc Tiger T612 (12 nm),"2x1,8 GHz Cortex-A75 & 6x1,8 GHz Cortex-A55",Mali-G57,4 GB,128 GB,8 MP,"8 MP, AF",8200 mAh,"247,5 x 157,3 x 7,5 mm",466 g,,https://cellphones.com.vn/nokia-t21.html
Máy đọc sách Kindle Kids 2022 16GB,3990000.0,2890000.0,28%,,6.0 inches,,,,,16 GB,,,,,"158,8 x 114,4 x 13,6 mm",256 g,,https://cellphones.com.vn/may-doc-sach-kindle-kids-2022-16gb-ocean-explorer.html
iPad Pro 12.9 inch 2022 M2 Wifi + 5G 128GB | Chính Hãng,35990000.0,31990000.0,11%,2732 x 2048 pixels,12.9 inches,iPadOS 16,Apple M2,8-core CPU,10-core GPU,8 GB,128 GB,"12MP, 122°, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8
Camera góc siêu rộng: 10MP, ƒ/2.4, 125°",40.88 Wh (~ 10.835 mAh),280.6 x 214.9 x 6.4 mm,682g,,https://cellphones.com.vn/ipad-pro-2022-12-9-inch-m2-5g.html
Samsung Galaxy Tab S9 Plus 5G 12GB 512GB,30990000.0,27590000.0,11%,1752 x 2800 pixel,12.4 inches,Android 13,Snapdragon 8 Gen 2 for Galaxy,"1 nhân 3.36 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz",Adreno 740,12 GB,512 GB,12 MP UW,13 MP + 8 MP UW,10.090 mAh,285.4 x 185.4 x 5.64 mm,586g,,https://cellphones.com.vn/samsung-galaxy-tab-s9-plus-512gb.html
Xiaomi Pad 6 Pro,,,,2880 x 1800 pixels,11 inches,Android 13,Snapdragon 8+,,Adreno™,8 GB,128 GB,"20MP, f/2.2, 1/3.4"" 1.6um","50MP, f/1.8, PDAF, 1/2.76,"" 1.28um",8600 mAh,253.95 x 165.18 x 6.51 mm,490g,,https://cellphones.com.vn/xiaomi-pad-6-pro.html
Máy tính bảng TCL Tab 11 WIFI 4GB 128GB,4990000.0,4490000.0,10%,1200 x 2000 pixels,10.95 inches,Android 13,Mediatek Helio P60T Octa-core,,Imagination PowerVR GE8320,4 GB,128 GB,8MP,8MP,8000mAh,257.0 x 161.6 x 6.9 mm,462 g,,https://cellphones.com.vn/tcl-tab-11.html
Redmi Pad 3GB 64GB,6290000.0,5050000.0,20%,1200 x 2000 pixels,10.61 inches,Android 12,MediaTek Helio G99,"2x2,2 GHz Cortex-A76 & 6x2,0 GHz Cortex-A55",Mali-G57 MC2,3 GB,64 GB,"Camera góc siêu rộng: 8MP, 105°","Camera góc rộng: 8 MP, AF",8000mAh,250.5 x 158.1 x 7.1 mm,465 g,,https://cellphones.com.vn/redmi-pad-5g.html
Lenovo Yoga Tab 11,10990000.0,8990000.0,18%,1200 x 2000 pixels,11 inches,Android 11,MediaTek Helio G90T,2 nhân 2.05 GHz & 6 nhân 2 GHz,Mali-G76,4 GB,128 GB,8 MP,8 MP,7500 mAh,256.8 - 169 - 7.9-8.3 mm (Dài x Ngang x Dày),655 g,,https://cellphones.com.vn/lenovo-yoga-tab-11.html
OPPO Pad Air,6990000.0,5990000.0,14%,1200 x 2000 pixels,10.36 inches,ColorOS 12.1,Snapdragon® 680 8 nhân 6nm,2.4 GHz,Adreno ™ 610,4 GB,64 GB,5MP (f/2.2),8MP (f/2.0),7100mAh,"24.508 x 15.484 x 0,694cm",440g,,https://cellphones.com.vn/oppo-pad-air.html
OnePlus Pad,,,,,12.4 inches,,Snapdragon 865,,,6 GB,128 GB,,13 MP và 5 MP,10.090 mAh,,,,https://cellphones.com.vn/oneplus-pad.html
Máy tính bảng Lenovo Tab M10 Gen 2 2GB 32GB,5190000.0,3490000.0,33%,800 x 1280 pixels,10 inches,Android 10,MediaTek Helio P22T,2.3 GHz,IMG PowerVR GE8320,2 GB,32 GB,5 MP,8 MP,5000 mAh,241.54 x 149.38 - 8.25 mm,420 g,,https://cellphones.com.vn/lenovo-tab-m10-gen-2.html
Samsung Galaxy Tab S9 Plus Wifi 12GB 256GB,25990000.0,22990000.0,12%,1752 x 2800 pixel,12.4 inches,,Snapdragon 8 Gen 2 for Galaxy,"1 nhân 3.36 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz",Adreno 740,12 GB,256 GB,12 MP UW,13 MP + 8 MP UW,"10,090mAh",285.4 x 185.4 x 5.7 mm,581 g,,https://cellphones.com.vn/samsung-galaxy-tab-s9-plus-wifi.html
Samsung Galaxy Tab A9+ WIFI 4GB 64GB,5990000.0,5990000.0,0%,1200 x 1920 pixels,11 inches,Android 13,Snapdragon 695 8 nhân,2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver,Adreno 619,4 GB,64 GB,5 MP,"8 MP, AF",7040 mAh,257.1 x 168.7 x 6.9 mm,480 g,,https://cellphones.com.vn/samsung-galaxy-tab-a9-plus.html
Xiaomi Pad 6 8GB 128GB,,,,2880 x 1800 pixels,11 inches,Android 13,Qualcomm Snapdragon 870 5G (7 nm),1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585,Adreno 650,8 GB,128 GB,"8 MP, f/2.2, 1/4"", 1.12µm","13 MP, f/2.2, PDAF",8840 mAh,253.95 x 165.18 x 6.51 mm,490 g,,https://cellphones.com.vn/xiaomi-mi-pad-6-8gb-128gb.html
iPad Pro 12.9 inch 2022 M2 Wifi 512GB I Chính hãng Apple Việt Nam,39990000.0,35490000.0,11%,2732 x 2048 pixels,12.9 inches,iPadOS 16,Apple M2,,Apple GPU 10 nhân,8 GB,512 GB,"12MP, 122°, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8
Camera góc siêu rộng: 10MP, ƒ/2.4, 125°",40.88 Wh (~ 10.835 mAh),280.6 x 214.9 x 6.4 mm,682 g,,https://cellphones.com.vn/ipad-pro-2022-12-9-inch-m2-512gb.html
iPad Gen 11,,,,,10.9 inches,,A15 Bionic,,,,,,,,,,,https://cellphones.com.vn/ipad-10-9-inch-2023.html
Lenovo Tab P11 Pro,14590000.0,9390000.0,36%,2560 x 1600 pixels (2K),11.5 inches,Android 10,Snapdragon 730G (8 nm),"8 nhân (8 x Kryo 470 CPU, up to 2.2 GHz)",Adreno 618,4 GB,128 GB,8MP,13MP + 5MP,Li-Po 8600 mAh,264.3 x 171.4 x 5.8 mm,485 g,,https://cellphones.com.vn/lenovo-tab-p11-pro.html
Máy tính bảng TCL Tab 10 4G 4GB 64GB,4490000.0,4490000.0,0%,1200 x 2000 pixels,10.36 inches,Android 13,,4x ARM Cortex-A53 @ 2.0 GHz; 4x ARM Cortex-A53 @ 1.5 GHz MT8768 Octa-core,650MHz GE8320,4 GB,64 GB,5MP,8MP,6000mAh,244.94x 154.7 x 7.35 mm,425 g,,https://cellphones.com.vn/tcl-tab-10.html
Vivo Pad Air,,,,,11.5 inches,Android 13,Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585,Adreno 650,8 GB,128 GB,5 MP,8 MP,8500 mAh,259.7 x 176 x 6.7 mm,530 g,,https://cellphones.com.vn/vivo-pad-air.html
vivo Pad 2,,,,1968 x 2800 pixels,12.1 inches,Android 13,Mediatek Dimensity 9000 (4 nm),1x3.05 GHz Cortex-X2 & 3x2.85 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510,Mali-G710 MC10,8 GB,128 GB,"Camera góc rộng: 8 MP, f/2.0, 1/4.0"", 1.12µm","Camera góc siêu rộng: 13 MP, f/2.2, 21mm, 112˚, 1.12µm, AF
Camera macro: 2 MP, f/2.4",10000 mAh,266 x 191.6 x 6.6 mm,585 g,,https://cellphones.com.vn/vivo-pad-2.html
Mi pad 6 8GB 256GB,,,,2880 x 1800 pixels,11 inches,Android 13,Qualcomm Snapdragon 870 5G (7 nm),1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585,Adreno 650,8 GB,256 GB,"8 MP, f/2.2, 1/4"", 1.12µm","13 MP, f/2.2, PDAF",8840 mAh,253.95 x 165.18 x 6.51 mm,490 g,,https://cellphones.com.vn/xiaomi-pad-6-8gb-256gb.html
Samsung Galaxy Tab S9 FE+,,,,,12.4 inches,,,,,8 GB,128 GB,,,,,,,https://cellphones.com.vn/samsung-galaxy-tab-s9-fe-plus.html
Xiaomi Redmi Pad 2022,,,,1200 x 2000 pixels,10.61 inches,Android 12,Mediatek Helio G99 (6nm),2x2.2 GHz & 6x2.0 GHz,GPU Mali-G57 MC2,3 GB,64 GB,"Camera góc siêu rộng:8 MP, f/2.3, 105°","Camera góc rộng: 8 MP, f/2.0",8000 mAh,250.38 x 157.98 x 7.05 mm,445 g,,https://cellphones.com.vn/xiaomi-redmi-pad-2022.html
Lenovo Legion Y900,,,,,14.5 inches,,MediaTek Dimensity 9000,,,12 GB,256 GB,13MP,"13MP
5MP","12,300 mAh",327.8 x 210.8 x 5.85mm,740g,,https://cellphones.com.vn/lenovo-legion-y900.html
iPad Pro 11 inch 2022 M2 Wifi 2TB I Chính hãng Apple Việt Nam,55990000.0,55990000.0,0%,1668 x 2388 pixel,11 inches,iPadOS 16,Apple M2,8-core CPU,10-core GPU,8 GB,2 TB,"Camera góc siêu rộng 12MP, 122°, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8
Camera góc siêu rộng: 10MP, ƒ/2.4, 125°",Tích hợp pin lithium-polymer,247.6 x 178.5 x 5.9 mm,466g,,https://cellphones.com.vn/ipad-pro-2022-11-inch-m2-2tb.html
iPad Pro 12.9 inch 2022 M2 Wifi + 5G 2TB I Chính hãng Apple Việt Nam,,,,2732 x 2048 pixels,12.9 inches,iPadOS 16,Apple M2,,10-core GPU,8 GB,2 TB,"12MP, 122°, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8
Camera góc siêu rộng: 10MP, ƒ/2.4, 125°",40.88 Wh (~ 10.835 mAh),280.6 x 214.9 x 6.4 mm,685g,,https://cellphones.com.vn/ipad-pro-2022-12-9-inch-m2-5g-2tb.html
iPad Pro 12.9 inch 2022 M2 Wifi + 5G 1TB I Chính hãng Apple Việt Nam,,,,2732 x 2048 pixels,12.9 inches,iPadOS 16,Apple M2,,10-core GPU,8 GB,1 TB,"12MP, 122°, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8
Camera góc siêu rộng: 10MP, ƒ/2.4, 125°",40.88 Wh (~ 10.835 mAh),280.6 x 214.9 x 6.4 mm,685g,,https://cellphones.com.vn/ipad-pro-2022-12-9-inch-m2-5g-1tb.html
iPad Pro 11 inch 2022 M2 Wifi 1TB I Chính hãng Apple Việt Nam,44990000.0,44990000.0,0%,1668 x 2388 pixel,11 inches,iPadOS 16,Apple M2,8-core CPU,10-core GPU,8 GB,1 TB,"Camera góc siêu rộng 12MP, 122°, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8
Camera góc siêu rộng: 10MP, ƒ/2.4, 125°",28.65 Wh (~ 7538 mAh),247.6 x 178.5 x 5.9 mm,466g,,https://cellphones.com.vn/ipad-pro-2022-11-inch-m2-1tb.html
Xiaomi Pad 6 Max,,,,1080x2460 pixels,12.4 inches,Android 13,Qualcomm Snapdragon 870,,,6 GB,128 GB,8 MP,20 MP,10000 mAh,,,,https://cellphones.com.vn/xiaomi-pad-6-max.html
Redmi Writing Pad,,,,,13.5 inches,,,,,,,,,,318 x 225 x 7mm,0.345g,,https://cellphones.com.vn/xiaomi-redmi-writing-pad.html
Masstel Tab 10M,,,,800 x 1280 pixels,10.1 inches,Android 11,,Quad-Core SCT310,PowerVR GE8300,3 GB,32 GB,2.0 MP,5.0 MP,6000 mAh,224 x 162.6 x 9.2 mm,536 g,,https://cellphones.com.vn/masstel-tab-10m.html
Realme Pad 2,,,,1200 x 2000 pixels,11.5 inches,Android 13,Helio G99,,,8 GB,128 GB,,20MP,"8,360 mAh",,,,https://cellphones.com.vn/realme-pad-2.html
Máy Tính Bảng Lenovo tab M10 Gen 3 (ZAAF0025VN),,,,1200 x 2000 pixels,10.1 inches,Android 11,Unisoc T610,"8C, 2x A75 @1.8GHz + 6x A55 @1.8GHz",ARM Mali G52,3 GB,32 GB,5.0 MP,8.0 MP,5000mAh,"239,84 x 158,62 x 8,5 mm",460 g,,https://cellphones.com.vn/lenovo-tab-m10-gen-3.html
OPPO Pad Air 2,,,,,,,,,,,,,,"8,000 mAh",,,,https://cellphones.com.vn/oppo-pad-air-2.html
Xiaomi Redmi Pad SE 6GB 128GB,,,,1920 x 1200 pixels (FullHD+),11 inches,"Android 13, MIUI Pad 14",Qualcomm SM6225 Snapdragon 680 4G (6 nm),4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Qualcomm® Adreno TM,6 GB,128 GB,"5 MP, f/2.2","8 MP, F2.0, 1.12μm","8,000 mAh",255.5 x 167.1 x 7.4 mm,478 g,,https://cellphones.com.vn/xiaomi-redmi-pad-se-6gb-128gb.html
Blackview Active 8 Pro,,,,1200 x 2000 pixels,10.36 inches,Android 13,MediaTek Helio G99,"Lõi 8,2*A76@2.2GHz；6*A55@2.0 GHz",,8 GB,256 GB,16MP,48MP,"22,000mAh",Độ dày 18.4mm,208g,,https://cellphones.com.vn/blackview-active-8-pro.html
iPad Pro 12.9 inch 2022 M2 Wifi 2TB I Chính hãng Apple Việt Nam,63990000.0,63990000.0,0%,2732 x 2048 pixels,12.9 inches,iPadOS 16,Apple M2,,10-core GPU,8 GB,2 TB,"12MP, 122°, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8
Camera góc siêu rộng: 10MP, ƒ/2.4, 125°",40.88 Wh (~ 10.835 mAh),280.6 x 214.9 x 6.4 mm,682 g,,https://cellphones.com.vn/ipad-pro-2022-12-9-inch-m2-2tb.html
Lenovo Tab Extreme,,,,1876 x 3000 pixels,14.5 inches,Android 13,Mediatek Dimensity 9000 (4 nm),1x3.05 GHz Cortex-X2 & 3x2.85 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510,Mali-G710 MC10,12 GB,256 GB,Camera góc siêu rộng: 13MP,"Camera góc rộng: 13MP, f/2.4, AF
Camera góc siêu rộng: 5MP, f/2.2",12300 mAh,"327,8 x 210,8 x 5,9 mm",740 g,,https://cellphones.com.vn/lenovo-tab-extreme.html
iPad Pro 12.9 inch 2022 M2 Wifi 1TB I Chính hãng Apple Việt Nam,51990000.0,51990000.0,0%,2732 x 2048 pixels,12.9 inches,iPadOS 16,Apple M2,,10-core GPU,8 GB,1 TB,"12MP, 122°, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8
Camera góc siêu rộng: 10MP, ƒ/2.4, 125°",40.88 Wh (~ 10.835 mAh),280.6 x 214.9 x 6.4 mm,682 g,,https://cellphones.com.vn/ipad-pro-2022-12-9-inch-m2-1tb.html
Mi pad 6 8GB 128GB,,,,2880 x 1800 pixels,11 inches,Android 13,Qualcomm Snapdragon 870 5G (7 nm),1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585,Adreno 650,8 GB,128 GB,"8 MP, f/2.2, 1/4"", 1.12µm","13 MP, f/2.2, PDAF",8840 mAh,253.95 x 165.18 x 6.51 mm,490 g,,https://cellphones.com.vn/xiaomi-pad-6-8gb-128gb.html
iPad Pro 11 inch 2022 M2 Wifi + 5G 2TB I Chính hãng Apple Việt Nam,59990000.0,59990000.0,0%,1668 x 2388 pixel,11 inches,iPadOS 16,Apple M2,8-core CPU,10-core GPU,8 GB,2 TB,"Camera góc siêu rộng 12MP, 122°, ƒ/2.4","Camera góc rộng: 2MP, ƒ/1.8
Camera góc siêu rộng: 10MP, ƒ/2.4, 125°",28.65 Wh (~ 7538 mAh),247.6 x 178.5 x 5.9 mm,466g,,https://cellphones.com.vn/ipad-pro-2022-11-inch-m2-5g-2tb.html
Nokia T21 4GB 128GB,,,,1200 x 2000 pixels,10.36 inches,Android 12,Unisoc Tiger T612 (12 nm),"2x1,8 GHz Cortex-A75 & 6x1,8 GHz Cortex-A55",Mali-G57,4 GB,128 GB,8 MP,"8 MP, AF",8200 mAh,"247,5 x 157,3 x 7,5 mm",466 g,,https://cellphones.com.vn/nokia-t21-4gb-128gb.html
Realme Pad Mini,,,,800 x 1340 pixels,8.7 inches,Android 11,Unisoc Tiger T616 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57 MP1,3 GB,32 GB,"5 MP, f/2.2, 77°","8 MP, f/2.0, 76.9°",Li-Po 6400 mAh (Không thể tháo rời),211.8 x 124.5 x 7.6 mm,372 g,,https://cellphones.com.vn/realme-pad-mini.html
Masstel Hapi 15,,,,720 x 1440 pixels,5.45 inches,Android 11 (Go Edition),Spreadtrum SC9832E,Max 1.4 GHz,Mali T820 MP1 650MHz,2 GB,16 GB,5.0 MP,5.0 MP,2500 mAh,149.7 * 72.2 * 9.7mm,143 g,,https://cellphones.com.vn/masstel-hapi-15.html
LG Ultra Tab,,,,1200 x 2000 pixels,10.4 inches,Android 12,Snapdragon 680 4G (6 nm),4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silve,Adreno 610,4 GB,64 GB,5 MP,Camera chính: 8 MP,7040 mAh,247.6 x 157.3 x 7.1 mm,458 g,,https://cellphones.com.vn/lg-ultra-tab.html
Masstel Lux 10,,,,240 x 320 pixels,2.4 inches,,Unisoc T107,,,,128 MB,,,1400 mAh,126.5 x 53.8 x 13.4 mm,137.6 g,,https://cellphones.com.vn/masstel-lux-10.html
masstel izi 20 4g,,,,,1.77 inches,,Unisoc UMS9117,,,,128 MB,,0.08 MP,1700 mAh,117.5 x 49.7 x 16.5 mm,100 g,,https://cellphones.com.vn/masstel-izi-20-4g.html
Xiaomi Redmi Pad 2 3GB 32GB,,,,1920 x 1200 pixels (FullHD+),,,Snapdragon 680,"4 nhân Cortex-A73 xung nhịp 2.4 GHz, 4 nhân Cortex-A53 xung nhịp 1.8 GHz",Adreno 610,3 GB,32 GB,5 MP,8 MP,10.000 mAh,,,,https://cellphones.com.vn/xiaomi-redmi-pad-2.html
Honor Pad X8 Lite,,,,800 x 1280 pixels,9.7 inches,Android S + MagicUI 6.1,MediaTek MT8786,2×Cortex A75 2.0GHz + 6×Cortex A55 1.8GHz,,3 GB,32 GB,2MP,5MP,5100mAh,"240,2 x 159 x 7,55mm",460 g,,https://cellphones.com.vn/honor-pad-x8-lite.html
Lenovo Legion Y700,,,,1600 x 2560 pixels,,Android 13,Snapdragon 8+ Gen 1,1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585,Adreno 650,12 GB,128 GB,13MP,"Camera góc rộng:13 MP
Camera góc siêu rộng: 5 MP",6550mAh,"207,1 x 128,1 x 7,9 mm",375g,,https://cellphones.com.vn/lenovo-legion-y700.html
masstel izi 300,,,,240 x 320 pixels,2.4 inches,,SC6531E,,,,,,0.08 MP,2500 mAh,127 x 53 x 14.5 mm,134.3 g,,https://cellphones.com.vn/masstel-izi-300.html
Huawei MatePad C7,,,,2560 x 1600 (WQXGA),10.9 inches,HarmonyOS 2,Snapdragon™ 865,"1 x Cortex-A77 Dựa trên 2,84 GHz + 3 x Cortex-A77 Dựa trên 2,4 GHz + 4 x Dựa trên Cortex-A55 1,8 GHz",Adreno 650,6 GB,128 GB,"8 MP, f/2.0","13 MP, f/1.8",7250 mAh,"165,3 x 253,8 x 7,25mm",485 g,,https://cellphones.com.vn/huawei-matepad-c7.html
Máy Tính Bảng Lenovo Tab M8,,,,800 x 1280 pixels,8.0 inches,Android 9,MediaTek Helio A22,4 nhân 2 GHz,Integrated IMG GE8300 Graphics,3 GB,32 GB,2 MP,5 MP,5000 mAh,199.1 x 121.8 x 8.15 mm,305 g,,https://cellphones.com.vn/lenovo-tab-m8.html
iPad 10.8 2020 Wifi 64GB,,,,1620 x 2160 pixels,10.2 inches,iOS,Apple A12 Bionic (7 nm),"2 nhân 2.5 GHz
4 nhân 1.6 GHz",Apple GPU,3 GB,32 GB,"2 MP, khẩu độ f/2.2","8 MP, khẩu độ f/2.4",Khoảng 8.200 mAh,250.6 x 174.1 x 7.5 mm,490 g,,https://cellphones.com.vn/ipad-10-8-2020-wifi-64gb.html
Samsung Galaxy Tab S8 Ultra 12GB 256GB,,,,,,,Snapdragon 8 Gen 2 (4 nm),1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510,Adreno 740,,,"Camera góc rộng: 12 MP, f/2.2, 26mm
Camera góc siêu rộng: 12 MP, f/2.4, 120˚","Camera góc rộng: 13 MP, f/2.0, 26mm, 1/3.4"", 1.0µm, AF
Camera góc siêu rộng: 6 MP, f/2.2",,326.4 x 208.6 x 5.5 mm,737 g,,https://cellphones.com.vn/samsung-galaxy-tab-s8-ultra-256gb.html
Acer Iconia Tab M10,,,,1920 x 1200 pixels (FullHD+),10.1 inches,Android 12,MediaTek Kompanio 500,,,4 GB,64 GB,5MP,13MP,"6,000 mAh",Độ dày 8.6 mm,460 gram,,https://cellphones.com.vn/acer-iconia-tab-m10.html
Acer Iconia Tab M1,,,,800 x 1280 pixels,8.0 inches,Windows 8.1,Intel Atom Z3735G,Quad-Core 1.33 GHz,,1 GB,32 GB,2 MP,2 MP,4600mAh,,,,https://cellphones.com.vn/acer-iconia-tab-m1.html
Xiaomi Redmi Pad,,,,1200 x 2000 pixels,,Android 12,MediaTek Helio G99 (6nm),"2x2,2 GHz Cortex-A76 & 6x2,0 GHz Cortex-A55",Mali-G57 MC2,3 GB,64 GB,8 MP,"8 MP, AF",8000 mAh,Độ dày 7 mm,445 g,,https://cellphones.com.vn/xiaomi-redmi-pad-54290.html
masstel izi 12 4g,,,,120 x 160 pixels,1.77 inches,,Unisoc T107,1.00 GHz,,,128 MB,,0.08 MP,1000 mAh,112 x 47x 14 mm,68.8 g,,https://cellphones.com.vn/masstel-izi-12-4g.html
